date,open,high,low,close,volume,RSI_entry,RSI_exit,RSI_rsi,MACD_entry,MACD_exit,MACD_macd,MACD_macdsignal,MACD_macdhist,STOCH_entry,STOCH_exit,STOCH_slowk,STOCH_slowd,STOCHRSI_entry,STOCHRSI_exit,STOCHRSI_fastk,STOCHRSI_fastd,CCI_entry,CCI_exit,CCI_cci,MFI_entry,MFI_exit,MFI_mfi,WILLR_entry,WILLR_exit,WILLR_willr,CMO_entry,CMO_exit,CMO_cmo,ADX_entry,ADX_exit,ADX_adx,MOM_entry,MOM_exit,MOM_mom,ROC_entry,ROC_exit,ROC_roc,TRIX_entry,TRIX_exit,TRIX_trix,ULTOSC_entry,ULTOSC_exit,ULTOSC_ultosc,APO_entry,APO_exit,APO_apo,PPO_entry,PPO_exit,PPO_ppo,BOP_entry,BOP_exit,BOP_bop,AROON_entry,AROON_exit,AROON_aroondown,AROON_aroonup,AROONOSC_entry,AROONOSC_exit,AROONOSC_aroonosc,ADXR_entry,ADXR_exit,ADXR_adxr,DX_entry,DX_exit,DX_dx,MACDEXT_entry,MACDEXT_exit,MACDEXT_macd,MACDEXT_macdsignal,MACDEXT_macdhist,MACDFIX_entry,MACDFIX_exit,MACDFIX_macd,MACDFIX_macdsignal,MACDFIX_macdhist,MINUS_DI_entry,MINUS_DI_exit,MINUS_DI_minus_di,MINUS_DM_entry,MINUS_DM_exit,MINUS_DM_minus_dm,PLUS_DI_entry,PLUS_DI_exit,PLUS_DI_plus_di,PLUS_DM_entry,PLUS_DM_exit,PLUS_DM_plus_dm,ROCP_entry,ROCP_exit,ROCP_rocp,ROCR_entry,ROCR_exit,ROCR_rocr,ROCR100_entry,ROCR100_exit,ROCR100_rocr100,STOCHF_entry,STOCHF_exit,STOCHF_fastk,STOCHF_fastd,SMA_entry,SMA_exit,SMA_sma_fast,SMA_sma_slow,EMA_entry,EMA_exit,EMA_ema_fast,EMA_ema_slow,DEMA_entry,DEMA_exit,DEMA_dema,TEMA_entry,TEMA_exit,TEMA_tema,KAMA_entry,KAMA_exit,KAMA_kama,WMA_entry,WMA_exit,WMA_wma,TRIMA_entry,TRIMA_exit,TRIMA_trima,T3_entry,T3_exit,T3_t3,SAR_entry,SAR_exit,SAR_sar,BBANDS_entry,BBANDS_exit,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,HT_TRENDLINE_entry,HT_TRENDLINE_exit,HT_TRENDLINE_ht_trendline,MA_entry,MA_exit,MA_ma,MAMA_entry,MAMA_exit,MAMA_mama,MAMA_fama,MIDPOINT_entry,MIDPOINT_exit,MIDPOINT_midpoint,MIDPRICE_entry,MIDPRICE_exit,MIDPRICE_midprice,SAREXT_entry,SAREXT_exit,SAREXT_sarext,OBV_entry,OBV_exit,OBV_obv,OBV_obv_sma,AD_entry,AD_exit,AD_ad,AD_ad_sma,ADOSC_entry,ADOSC_exit,ADOSC_adosc,ATR_entry,ATR_exit,ATR_atr,NATR_entry,NATR_exit,NATR_natr,TRANGE_entry,TRANGE_exit,TRANGE_trange,TRANGE_trange_avg,HT_DCPERIOD_entry,HT_DCPERIOD_exit,HT_DCPERIOD_ht_dcperiod,HT_DCPHASE_entry,HT_DCPHASE_exit,HT_DCPHASE_ht_dcphase,HT_PHASOR_entry,HT_PHASOR_exit,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_entry,HT_SINE_exit,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE_entry,HT_TRENDMODE_exit,HT_TRENDMODE_ht_trendmode,tradeable
2025-01-01 00:00:00+00:00,0.845,0.8608,0.8438,0.8596,3433981.2,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.8588235294117673,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,,False,False,3433981.2,,False,False,2949183.854117656,,False,False,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 01:00:00+00:00,0.8595,0.8596,0.8524,0.8529,2230725.2,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.9166666666666756,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.8438,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.8438,False,False,1203256.0,,False,False,1028281.5985620669,,False,False,,False,False,,False,False,,False,False,0.007199999999999984,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 02:00:00+00:00,0.8528,0.8582,0.8522,0.8571,1902153.5,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,False,0.7166666666666611,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.843958,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.843958,False,False,3105409.5,,False,False,2232978.8152287407,,False,False,,False,False,,False,False,,False,False,0.006000000000000005,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 03:00:00+00:00,0.8571,0.8573,0.8511,0.8522,1959686.0,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.7903225806451659,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.84411442,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.84411442,False,False,1145723.5,,False,False,968665.2668416393,,False,False,,False,False,,False,False,,False,False,0.006199999999999983,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 04:00:00+00:00,0.8522,0.8547,0.849,0.8491,3011071.8,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.5438596491228019,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.8442692758,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.8442692758,False,False,-1865348.2999999998,,False,False,-1936754.89105311,,False,False,,False,False,,False,False,,False,False,0.005700000000000038,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 05:00:00+00:00,0.849,0.8592,0.8485,0.8561,3184472.4,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,False,0.6635514018691626,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.844422583042,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.844422583042,False,False,1319124.1,,False,False,-597490.7975951727,,False,False,,False,False,,False,False,,False,False,0.010699999999999932,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,hold
2025-01-01 06:00:00+00:00,0.8561,0.858,0.8527,0.8574,1693306.1,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.24528301886794074,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.84457435721158,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.84457435721158,False,False,3012430.2,,False,False,712425.242027509,,False,False,,False,False,,False,False,,False,False,0.005299999999999971,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,trade
2025-01-01 07:00:00+00:00,0.8573,0.8595,0.8511,0.8518,3288249.7,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,-0.654761904761893,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.8447246136394643,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.8447246136394643,False,False,-275819.5,,False,False,-2027782.8413058026,,False,False,,False,False,0.00707142857142857,False,False,,False,False,0.008400000000000074,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,trade
2025-01-01 08:00:00+00:00,0.8519,0.8552,0.8461,0.8467,2417880.2,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.5714285714285697,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.9849930200093067,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.8448733675030696,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,0.8448733675030696,False,False,-2693699.7,,False,False,-4126821.6962508336,,False,False,0.0,False,False,0.007361224489795917,False,False,,False,False,0.009099999999999997,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,trade
2025-01-01 09:00:00+00:00,0.8468,0.8496,0.838,0.8462,6319431.5,False,False,,False,False,,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,-0.05172413793103811,False,False,,,False,False,,False,False,,False,False,,False,False,,,,False,False,,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,0.992144448352679,False,False,,False,False,,,False,False,,,False,False,,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,True,0.8596,False,False,,,,False,False,,False,False,,False,False,,,False,False,,False,False,,False,False,-0.8596,False,False,-9013131.2,,False,False,-1511884.5238370989,,False,False,0.0,False,False,0.007966763848396508,False,False,,False,False,0.011600000000000055,,False,False,,False,False,,False,False,,,False,False,,,False,False,0,trade
